Actual_Class,Fraud_Probability,Risk_Score,Risk_Category,Recommended_Action
0,0.00045977332,0,Low Risk,Auto Approve
0,0.026013115,3,Low Risk,Auto Approve
1,0.77791303,78,Critical Risk,Fraud Investigation Team
1,0.5704186,57,High Risk,Manual Investigation
0,0.0006199861,0,Low Risk,Auto Approve
0,0.00032883842,0,Low Risk,Auto Approve
0,0.8271187,83,Critical Risk,Fraud Investigation Team
0,0.92481107,92,Critical Risk,Fraud Investigation Team
0,0.02403928,2,Low Risk,Auto Approve
0,0.0038453122,0,Low Risk,Auto Approve
0,0.043970548,4,Low Risk,Auto Approve
0,0.09759983,10,Low Risk,Auto Approve
0,0.54754597,55,High Risk,Manual Investigation
0,0.49036193,49,Medium Risk,Quick Verification
0,0.00036659953,0,Low Risk,Auto Approve
0,0.00797156,1,Low Risk,Auto Approve
0,0.0018165342,0,Low Risk,Auto Approve
0,0.0005925055,0,Low Risk,Auto Approve
0,0.4242746,42,Medium Risk,Quick Verification
0,0.52792174,53,High Risk,Manual Investigation
0,0.28590512,29,Medium Risk,Quick Verification
0,0.5193202,52,High Risk,Manual Investigation
0,0.008126334,1,Low Risk,Auto Approve
0,0.46231928,46,Medium Risk,Quick Verification
0,0.3313152,33,Medium Risk,Quick Verification
0,0.013020429,1,Low Risk,Auto Approve
0,0.00026227208,0,Low Risk,Auto Approve
0,0.004089355,0,Low Risk,Auto Approve
0,0.065033026,7,Low Risk,Auto Approve
0,0.085013084,9,Low Risk,Auto Approve
1,0.98287773,98,Critical Risk,Fraud Investigation Team
0,0.004324495,0,Low Risk,Auto Approve
0,0.25380743,25,Low Risk,Auto Approve
0,0.2811124,28,Medium Risk,Quick Verification
0,0.003040888,0,Low Risk,Auto Approve
0,0.0013670693,0,Low Risk,Auto Approve
0,0.003250501,0,Low Risk,Auto Approve
0,0.6383609,64,High Risk,Manual Investigation
0,0.0008182813,0,Low Risk,Auto Approve
0,0.0030272393,0,Low Risk,Auto Approve
0,0.04111774,4,Low Risk,Auto Approve
0,0.0071997913,1,Low Risk,Auto Approve
0,0.0020401126,0,Low Risk,Auto Approve
0,0.0056269797,1,Low Risk,Auto Approve
0,0.77558213,78,Critical Risk,Fraud Investigation Team
0,0.6040276,60,High Risk,Manual Investigation
1,0.6075109,61,High Risk,Manual Investigation
0,0.00014833707,0,Low Risk,Auto Approve
0,0.9772298,98,Critical Risk,Fraud Investigation Team
0,0.0053196633,1,Low Risk,Auto Approve
0,0.033554967,3,Low Risk,Auto Approve
0,0.024774496,2,Low Risk,Auto Approve
0,0.0033737624,0,Low Risk,Auto Approve
0,0.093564205,9,Low Risk,Auto Approve
0,0.026462734,3,Low Risk,Auto Approve
0,0.0075729326,1,Low Risk,Auto Approve
0,0.07181628,7,Low Risk,Auto Approve
0,0.0034239565,0,Low Risk,Auto Approve
0,0.06438342,6,Low Risk,Auto Approve
0,0.60039675,60,High Risk,Manual Investigation
0,0.00094834703,0,Low Risk,Auto Approve
0,0.004265054,0,Low Risk,Auto Approve
0,0.0006638071,0,Low Risk,Auto Approve
0,0.19634295,20,Low Risk,Auto Approve
0,0.0012545366,0,Low Risk,Auto Approve
0,0.96049994,96,Critical Risk,Fraud Investigation Team
0,0.4453757,45,Medium Risk,Quick Verification
0,0.0038757003,0,Low Risk,Auto Approve
0,0.002429366,0,Low Risk,Auto Approve
0,0.80288696,80,Critical Risk,Fraud Investigation Team
0,0.008388152,1,Low Risk,Auto Approve
0,4.292873e-05,0,Low Risk,Auto Approve
0,0.7471515,75,High Risk,Manual Investigation
0,0.030132204,3,Low Risk,Auto Approve
0,0.91334224,91,Critical Risk,Fraud Investigation Team
0,0.0010106976,0,Low Risk,Auto Approve
0,0.005962849,1,Low Risk,Auto Approve
0,0.002003362,0,Low Risk,Auto Approve
0,0.004238054,0,Low Risk,Auto Approve
0,0.021086553,2,Low Risk,Auto Approve
0,0.0013821911,0,Low Risk,Auto Approve
0,0.012250908,1,Low Risk,Auto Approve
0,0.012963471,1,Low Risk,Auto Approve
0,0.0037847008,0,Low Risk,Auto Approve
0,0.0025007615,0,Low Risk,Auto Approve
0,0.007450565,1,Low Risk,Auto Approve
0,0.66304713,66,High Risk,Manual Investigation
0,0.47193024,47,Medium Risk,Quick Verification
0,0.14455996,14,Low Risk,Auto Approve
0,0.2955414,30,Medium Risk,Quick Verification
1,0.5639767,56,High Risk,Manual Investigation
0,0.013394972,1,Low Risk,Auto Approve
0,0.36422452,36,Medium Risk,Quick Verification
0,0.0002750425,0,Low Risk,Auto Approve
0,0.0047401628,0,Low Risk,Auto Approve
0,5.5876506e-05,0,Low Risk,Auto Approve
0,0.10576771,11,Low Risk,Auto Approve
1,0.42895105,43,Medium Risk,Quick Verification
0,0.0035946425,0,Low Risk,Auto Approve
0,6.297622e-05,0,Low Risk,Auto Approve
0,0.8423705,84,Critical Risk,Fraud Investigation Team
0,0.36637136,37,Medium Risk,Quick Verification
0,0.0031029389,0,Low Risk,Auto Approve
0,0.146442,15,Low Risk,Auto Approve
0,0.6451398,65,High Risk,Manual Investigation
0,0.17655267,18,Low Risk,Auto Approve
0,0.02674299,3,Low Risk,Auto Approve
0,0.16159658,16,Low Risk,Auto Approve
0,0.26558045,27,Medium Risk,Quick Verification
1,0.63091195,63,High Risk,Manual Investigation
0,0.00066104037,0,Low Risk,Auto Approve
0,0.2400671,24,Low Risk,Auto Approve
0,0.00090099295,0,Low Risk,Auto Approve
0,0.30517098,31,Medium Risk,Quick Verification
1,0.93498576,93,Critical Risk,Fraud Investigation Team
1,0.3336865,33,Medium Risk,Quick Verification
0,0.8268428,83,Critical Risk,Fraud Investigation Team
0,0.0053898105,1,Low Risk,Auto Approve
0,0.7112052,71,High Risk,Manual Investigation
0,0.48722774,49,Medium Risk,Quick Verification
0,0.691902,69,High Risk,Manual Investigation
0,0.06849808,7,Low Risk,Auto Approve
1,0.55986935,56,High Risk,Manual Investigation
0,0.0064054052,1,Low Risk,Auto Approve
0,0.00016896438,0,Low Risk,Auto Approve
0,0.0021899263,0,Low Risk,Auto Approve
0,0.0034293302,0,Low Risk,Auto Approve
0,0.0019660934,0,Low Risk,Auto Approve
0,0.051651385,5,Low Risk,Auto Approve
0,0.008896004,1,Low Risk,Auto Approve
0,0.011742696,1,Low Risk,Auto Approve
0,0.0076180333,1,Low Risk,Auto Approve
1,0.79631764,80,Critical Risk,Fraud Investigation Team
0,0.0019101041,0,Low Risk,Auto Approve
0,0.0043127895,0,Low Risk,Auto Approve
0,0.021536158,2,Low Risk,Auto Approve
0,0.009660759,1,Low Risk,Auto Approve
0,0.10120663,10,Low Risk,Auto Approve
1,0.78332084,78,Critical Risk,Fraud Investigation Team
0,0.8135952,81,Critical Risk,Fraud Investigation Team
0,0.00091352634,0,Low Risk,Auto Approve
0,0.057590302,6,Low Risk,Auto Approve
0,0.004401845,0,Low Risk,Auto Approve
0,0.841811,84,Critical Risk,Fraud Investigation Team
0,0.009419123,1,Low Risk,Auto Approve
0,0.21980515,22,Low Risk,Auto Approve
0,0.731056,73,High Risk,Manual Investigation
0,0.020955121,2,Low Risk,Auto Approve
0,0.048901394,5,Low Risk,Auto Approve
0,0.0549544,5,Low Risk,Auto Approve
0,0.12897106,13,Low Risk,Auto Approve
0,7.849319e-05,0,Low Risk,Auto Approve
0,0.0521952,5,Low Risk,Auto Approve
0,0.50280523,50,Medium Risk,Quick Verification
0,0.001129265,0,Low Risk,Auto Approve
0,0.007279675,1,Low Risk,Auto Approve
0,0.041759767,4,Low Risk,Auto Approve
1,0.99113715,99,Critical Risk,Fraud Investigation Team
0,0.638763,64,High Risk,Manual Investigation
0,0.015020645,2,Low Risk,Auto Approve
0,0.024300098,2,Low Risk,Auto Approve
0,0.66678137,67,High Risk,Manual Investigation
0,0.0033319944,0,Low Risk,Auto Approve
1,0.4126201,41,Medium Risk,Quick Verification
0,0.14898369,15,Low Risk,Auto Approve
0,0.17502037,18,Low Risk,Auto Approve
1,0.9187521,92,Critical Risk,Fraud Investigation Team
0,0.50733006,51,High Risk,Manual Investigation
0,0.40136695,40,Medium Risk,Quick Verification
0,0.0069005922,1,Low Risk,Auto Approve
0,0.00590183,1,Low Risk,Auto Approve
0,1.0527564e-05,0,Low Risk,Auto Approve
0,0.4682268,47,Medium Risk,Quick Verification
0,0.43628192,44,Medium Risk,Quick Verification
0,0.010622065,1,Low Risk,Auto Approve
0,0.34358105,34,Medium Risk,Quick Verification
0,0.6117203,61,High Risk,Manual Investigation
0,0.43290094,43,Medium Risk,Quick Verification
0,0.18495749,18,Low Risk,Auto Approve
0,0.09657138,10,Low Risk,Auto Approve
0,0.8435693,84,Critical Risk,Fraud Investigation Team
0,0.015534879,2,Low Risk,Auto Approve
0,0.3718697,37,Medium Risk,Quick Verification
0,0.0028365378,0,Low Risk,Auto Approve
0,0.0859324,9,Low Risk,Auto Approve
0,0.00011232136,0,Low Risk,Auto Approve
0,0.090057425,9,Low Risk,Auto Approve
0,0.21744926,22,Low Risk,Auto Approve
0,0.0050450405,1,Low Risk,Auto Approve
0,0.0010529762,0,Low Risk,Auto Approve
0,0.0017285412,0,Low Risk,Auto Approve
0,0.41995534,42,Medium Risk,Quick Verification
0,0.059848603,6,Low Risk,Auto Approve
0,0.0018865365,0,Low Risk,Auto Approve
0,0.0013769082,0,Low Risk,Auto Approve
0,0.0276206,3,Low Risk,Auto Approve
0,0.21908975,22,Low Risk,Auto Approve
0,0.8317933,83,Critical Risk,Fraud Investigation Team
0,0.1458371,15,Low Risk,Auto Approve
0,0.30410865,30,Medium Risk,Quick Verification
0,0.0006234397,0,Low Risk,Auto Approve
0,0.00052238686,0,Low Risk,Auto Approve
0,0.0007847539,0,Low Risk,Auto Approve
0,0.0025822192,0,Low Risk,Auto Approve
0,0.0005663621,0,Low Risk,Auto Approve
0,0.116719425,12,Low Risk,Auto Approve
1,0.6767403,68,High Risk,Manual Investigation
0,0.6797352,68,High Risk,Manual Investigation
0,0.2811957,28,Medium Risk,Quick Verification
1,0.05272974,5,Low Risk,Auto Approve
0,0.04374762,4,Low Risk,Auto Approve
0,0.014752021,1,Low Risk,Auto Approve
0,9.458115e-05,0,Low Risk,Auto Approve
0,0.021764362,2,Low Risk,Auto Approve
0,0.0034001183,0,Low Risk,Auto Approve
0,0.0013901421,0,Low Risk,Auto Approve
0,0.0021725004,0,Low Risk,Auto Approve
0,0.0023846228,0,Low Risk,Auto Approve
0,0.77135706,77,Critical Risk,Fraud Investigation Team
0,0.06768752,7,Low Risk,Auto Approve
0,0.0014513293,0,Low Risk,Auto Approve
0,0.008961106,1,Low Risk,Auto Approve
0,0.62207115,62,High Risk,Manual Investigation
0,0.10240705,10,Low Risk,Auto Approve
0,0.2694719,27,Medium Risk,Quick Verification
0,0.8117567,81,Critical Risk,Fraud Investigation Team
0,0.004994866,0,Low Risk,Auto Approve
0,0.64057845,64,High Risk,Manual Investigation
0,0.08789549,9,Low Risk,Auto Approve
0,0.036927104,4,Low Risk,Auto Approve
0,0.038133282,4,Low Risk,Auto Approve
0,0.004876748,0,Low Risk,Auto Approve
0,0.30814385,31,Medium Risk,Quick Verification
0,0.28819582,29,Medium Risk,Quick Verification
0,0.6231349,62,High Risk,Manual Investigation
0,0.89737165,90,Critical Risk,Fraud Investigation Team
0,0.0013889287,0,Low Risk,Auto Approve
0,0.0017762765,0,Low Risk,Auto Approve
0,0.21888928,22,Low Risk,Auto Approve
0,1.2879964e-05,0,Low Risk,Auto Approve
0,0.0027551884,0,Low Risk,Auto Approve
0,0.8262071,83,Critical Risk,Fraud Investigation Team
0,0.0033330142,0,Low Risk,Auto Approve
0,0.03227279,3,Low Risk,Auto Approve
0,0.10445732,10,Low Risk,Auto Approve
0,0.0054015024,1,Low Risk,Auto Approve
1,0.30704007,31,Medium Risk,Quick Verification
0,0.27580494,28,Medium Risk,Quick Verification
0,0.26108685,26,Medium Risk,Quick Verification
0,0.10840146,11,Low Risk,Auto Approve
0,0.23656803,24,Low Risk,Auto Approve
1,0.041385937,4,Low Risk,Auto Approve
0,0.95386267,95,Critical Risk,Fraud Investigation Team
0,0.704912,70,High Risk,Manual Investigation
0,0.014850898,1,Low Risk,Auto Approve
0,0.00032480105,0,Low Risk,Auto Approve
0,0.0003947474,0,Low Risk,Auto Approve
0,0.00054801756,0,Low Risk,Auto Approve
1,0.12528853,13,Low Risk,Auto Approve
0,0.6750487,68,High Risk,Manual Investigation
0,0.0039366074,0,Low Risk,Auto Approve
0,0.2405281,24,Low Risk,Auto Approve
0,0.0827017,8,Low Risk,Auto Approve
0,0.072551325,7,Low Risk,Auto Approve
0,0.008433524,1,Low Risk,Auto Approve
0,0.7963338,80,Critical Risk,Fraud Investigation Team
0,0.14598191,15,Low Risk,Auto Approve
0,0.052310083,5,Low Risk,Auto Approve
0,0.0011295682,0,Low Risk,Auto Approve
0,0.26149806,26,Medium Risk,Quick Verification
0,0.46874428,47,Medium Risk,Quick Verification
0,0.0045441054,0,Low Risk,Auto Approve
0,0.0016234113,0,Low Risk,Auto Approve
0,0.0010715016,0,Low Risk,Auto Approve
0,0.09761757,10,Low Risk,Auto Approve
0,0.43404153,43,Medium Risk,Quick Verification
0,0.030525228,3,Low Risk,Auto Approve
0,0.05584131,6,Low Risk,Auto Approve
0,0.08377689,8,Low Risk,Auto Approve
0,0.0028099488,0,Low Risk,Auto Approve
0,0.1734698,17,Low Risk,Auto Approve
0,0.6210781,62,High Risk,Manual Investigation
0,0.0033207212,0,Low Risk,Auto Approve
0,0.0047706785,0,Low Risk,Auto Approve
0,0.0029220602,0,Low Risk,Auto Approve
0,0.014067753,1,Low Risk,Auto Approve
0,0.36448586,36,Medium Risk,Quick Verification
0,0.008093631,1,Low Risk,Auto Approve
0,0.6307072,63,High Risk,Manual Investigation
0,0.037128463,4,Low Risk,Auto Approve
0,0.675703,68,High Risk,Manual Investigation
0,0.6490183,65,High Risk,Manual Investigation
0,0.32867777,33,Medium Risk,Quick Verification
0,0.24106312,24,Low Risk,Auto Approve
0,0.7233407,72,High Risk,Manual Investigation
0,0.039924894,4,Low Risk,Auto Approve
0,0.40743604,41,Medium Risk,Quick Verification
0,0.0040631117,0,Low Risk,Auto Approve
0,0.0007620139,0,Low Risk,Auto Approve
0,0.0029702755,0,Low Risk,Auto Approve
0,0.0037479675,0,Low Risk,Auto Approve
0,0.07933987,8,Low Risk,Auto Approve
0,0.0760551,8,Low Risk,Auto Approve
0,0.011289521,1,Low Risk,Auto Approve
0,0.00027265845,0,Low Risk,Auto Approve
0,0.03632427,4,Low Risk,Auto Approve
0,0.004846842,0,Low Risk,Auto Approve
0,0.0077442764,1,Low Risk,Auto Approve
0,0.815739,82,Critical Risk,Fraud Investigation Team
0,0.0328939,3,Low Risk,Auto Approve
0,0.081834614,8,Low Risk,Auto Approve
0,1.5320467e-05,0,Low Risk,Auto Approve
0,0.003214053,0,Low Risk,Auto Approve
0,0.013593539,1,Low Risk,Auto Approve
0,0.006258854,1,Low Risk,Auto Approve
0,0.0013821431,0,Low Risk,Auto Approve
0,0.5190791,52,High Risk,Manual Investigation
0,0.12161086,12,Low Risk,Auto Approve
0,0.0042317063,0,Low Risk,Auto Approve
1,0.63711137,64,High Risk,Manual Investigation
0,0.49007386,49,Medium Risk,Quick Verification
0,0.39632055,40,Medium Risk,Quick Verification
0,0.0005719635,0,Low Risk,Auto Approve
0,0.0021412014,0,Low Risk,Auto Approve
0,0.00862862,1,Low Risk,Auto Approve
0,0.41976142,42,Medium Risk,Quick Verification
0,0.1401201,14,Low Risk,Auto Approve
0,0.001927362,0,Low Risk,Auto Approve
1,0.44774508,45,Medium Risk,Quick Verification
0,0.00023915316,0,Low Risk,Auto Approve
0,0.00036201655,0,Low Risk,Auto Approve
0,0.38766843,39,Medium Risk,Quick Verification
0,0.4008971,40,Medium Risk,Quick Verification
0,0.1915209,19,Low Risk,Auto Approve
0,0.029712072,3,Low Risk,Auto Approve
0,0.0017977803,0,Low Risk,Auto Approve
0,0.18991955,19,Low Risk,Auto Approve
0,0.0001705596,0,Low Risk,Auto Approve
0,0.03339495,3,Low Risk,Auto Approve
0,0.003159734,0,Low Risk,Auto Approve
1,0.040729053,4,Low Risk,Auto Approve
1,0.9018884,90,Critical Risk,Fraud Investigation Team
0,0.8997944,90,Critical Risk,Fraud Investigation Team
0,0.0016237368,0,Low Risk,Auto Approve
0,0.0019555097,0,Low Risk,Auto Approve
0,0.035388123,4,Low Risk,Auto Approve
0,0.22477424,22,Low Risk,Auto Approve
0,0.000611799,0,Low Risk,Auto Approve
0,0.737882,74,High Risk,Manual Investigation
0,0.044087846,4,Low Risk,Auto Approve
0,0.008243408,1,Low Risk,Auto Approve
0,0.10893228,11,Low Risk,Auto Approve
0,0.0068573873,1,Low Risk,Auto Approve
0,0.0021745688,0,Low Risk,Auto Approve
0,0.15427434,15,Low Risk,Auto Approve
0,0.0075822235,1,Low Risk,Auto Approve
0,0.00024255755,0,Low Risk,Auto Approve
0,0.35204604,35,Medium Risk,Quick Verification
0,0.46043995,46,Medium Risk,Quick Verification
0,0.69099706,69,High Risk,Manual Investigation
0,0.20412217,20,Low Risk,Auto Approve
0,0.02731917,3,Low Risk,Auto Approve
0,0.06707007,7,Low Risk,Auto Approve
0,0.03474071,3,Low Risk,Auto Approve
0,0.01891905,2,Low Risk,Auto Approve
0,0.0021377902,0,Low Risk,Auto Approve
0,0.022725591,2,Low Risk,Auto Approve
0,0.002648956,0,Low Risk,Auto Approve
0,0.06661514,7,Low Risk,Auto Approve
0,0.72024536,72,High Risk,Manual Investigation
0,0.01826881,2,Low Risk,Auto Approve
0,0.013827182,1,Low Risk,Auto Approve
0,0.047281448,5,Low Risk,Auto Approve
0,0.0002309685,0,Low Risk,Auto Approve
0,0.7362289,74,High Risk,Manual Investigation
0,0.00038544653,0,Low Risk,Auto Approve
0,0.035349917,4,Low Risk,Auto Approve
0,0.0066343783,1,Low Risk,Auto Approve
0,0.0032584686,0,Low Risk,Auto Approve
0,0.0063877003,1,Low Risk,Auto Approve
0,0.221712,22,Low Risk,Auto Approve
0,0.09600736,10,Low Risk,Auto Approve
0,0.21678981,22,Low Risk,Auto Approve
0,0.041007012,4,Low Risk,Auto Approve
0,0.00063349784,0,Low Risk,Auto Approve
0,0.5114005,51,High Risk,Manual Investigation
0,0.78416055,78,Critical Risk,Fraud Investigation Team
0,0.7086625,71,High Risk,Manual Investigation
0,0.42013043,42,Medium Risk,Quick Verification
0,0.002311973,0,Low Risk,Auto Approve
0,0.052403443,5,Low Risk,Auto Approve
0,0.09597225,10,Low Risk,Auto Approve
1,0.10721056,11,Low Risk,Auto Approve
0,0.024704829,2,Low Risk,Auto Approve
0,0.60097426,60,High Risk,Manual Investigation
0,0.107494645,11,Low Risk,Auto Approve
0,0.011867142,1,Low Risk,Auto Approve
0,0.77701604,78,Critical Risk,Fraud Investigation Team
0,0.0018581827,0,Low Risk,Auto Approve
0,7.2416995e-05,0,Low Risk,Auto Approve
0,0.3580117,36,Medium Risk,Quick Verification
0,0.26486003,26,Medium Risk,Quick Verification
0,0.4363386,44,Medium Risk,Quick Verification
0,0.8631601,86,Critical Risk,Fraud Investigation Team
0,0.002038621,0,Low Risk,Auto Approve
0,0.0040213075,0,Low Risk,Auto Approve
0,0.00950159,1,Low Risk,Auto Approve
0,0.0009615024,0,Low Risk,Auto Approve
0,0.47084486,47,Medium Risk,Quick Verification
0,0.00041793403,0,Low Risk,Auto Approve
0,0.0656848,7,Low Risk,Auto Approve
0,0.03906696,4,Low Risk,Auto Approve
0,0.015950093,2,Low Risk,Auto Approve
0,0.0027442635,0,Low Risk,Auto Approve
0,0.044248007,4,Low Risk,Auto Approve
0,0.5220841,52,High Risk,Manual Investigation
0,0.36331895,36,Medium Risk,Quick Verification
0,0.6579085,66,High Risk,Manual Investigation
0,0.8824644,88,Critical Risk,Fraud Investigation Team
0,0.0020844808,0,Low Risk,Auto Approve
0,0.429712,43,Medium Risk,Quick Verification
0,3.6814556e-05,0,Low Risk,Auto Approve
0,0.41932186,42,Medium Risk,Quick Verification
0,0.0021015273,0,Low Risk,Auto Approve
0,0.5961556,60,High Risk,Manual Investigation
0,0.013585759,1,Low Risk,Auto Approve
0,0.30780634,31,Medium Risk,Quick Verification
0,0.7881539,79,Critical Risk,Fraud Investigation Team
0,0.002390747,0,Low Risk,Auto Approve
0,0.018564014,2,Low Risk,Auto Approve
0,0.0013754114,0,Low Risk,Auto Approve
0,0.38096422,38,Medium Risk,Quick Verification
0,0.702806,70,High Risk,Manual Investigation
0,0.005794313,1,Low Risk,Auto Approve
0,0.0016923896,0,Low Risk,Auto Approve
0,0.00080614473,0,Low Risk,Auto Approve
0,8.649272e-05,0,Low Risk,Auto Approve
0,0.44742918,45,Medium Risk,Quick Verification
0,0.087140985,9,Low Risk,Auto Approve
0,0.5929215,59,High Risk,Manual Investigation
0,0.017593259,2,Low Risk,Auto Approve
0,0.00025247326,0,Low Risk,Auto Approve
0,0.00059655705,0,Low Risk,Auto Approve
0,0.0016766374,0,Low Risk,Auto Approve
0,0.003562167,0,Low Risk,Auto Approve
0,0.0022430378,0,Low Risk,Auto Approve
0,0.00066344,0,Low Risk,Auto Approve
0,0.3937963,39,Medium Risk,Quick Verification
0,0.0085151745,1,Low Risk,Auto Approve
0,0.00066807616,0,Low Risk,Auto Approve
0,0.0021651634,0,Low Risk,Auto Approve
0,0.50610065,51,High Risk,Manual Investigation
0,0.071931,7,Low Risk,Auto Approve
1,0.41062063,41,Medium Risk,Quick Verification
0,0.004175749,0,Low Risk,Auto Approve
1,0.9030385,90,Critical Risk,Fraud Investigation Team
0,0.8954533,90,Critical Risk,Fraud Investigation Team
0,0.46930027,47,Medium Risk,Quick Verification
0,0.27234098,27,Medium Risk,Quick Verification
0,0.023097774,2,Low Risk,Auto Approve
0,0.01870939,2,Low Risk,Auto Approve
0,0.0258482,3,Low Risk,Auto Approve
0,0.024240235,2,Low Risk,Auto Approve
0,0.034274317,3,Low Risk,Auto Approve
0,0.36497918,36,Medium Risk,Quick Verification
0,0.28569663,29,Medium Risk,Quick Verification
0,0.030748587,3,Low Risk,Auto Approve
0,0.012727777,1,Low Risk,Auto Approve
0,0.0074909893,1,Low Risk,Auto Approve
0,0.017773947,2,Low Risk,Auto Approve
0,0.70739996,71,High Risk,Manual Investigation
0,0.3163286,32,Medium Risk,Quick Verification
0,0.13193086,13,Low Risk,Auto Approve
0,0.00014256107,0,Low Risk,Auto Approve
0,0.005351471,1,Low Risk,Auto Approve
0,0.0020577875,0,Low Risk,Auto Approve
0,0.0006843216,0,Low Risk,Auto Approve
0,0.76173055,76,Critical Risk,Fraud Investigation Team
0,9.604955e-05,0,Low Risk,Auto Approve
0,0.5966033,60,High Risk,Manual Investigation
1,0.7092915,71,High Risk,Manual Investigation
0,0.00028028176,0,Low Risk,Auto Approve
0,0.035390962,4,Low Risk,Auto Approve
0,0.0015130198,0,Low Risk,Auto Approve
0,0.032044336,3,Low Risk,Auto Approve
0,0.4042856,40,Medium Risk,Quick Verification
0,0.00048008852,0,Low Risk,Auto Approve
0,0.0010963321,0,Low Risk,Auto Approve
0,0.24951784,25,Low Risk,Auto Approve
1,0.17045273,17,Low Risk,Auto Approve
1,0.39850992,40,Medium Risk,Quick Verification
0,0.46114534,46,Medium Risk,Quick Verification
0,0.00874045,1,Low Risk,Auto Approve
0,0.011203896,1,Low Risk,Auto Approve
0,0.0157784,2,Low Risk,Auto Approve
0,0.91733134,92,Critical Risk,Fraud Investigation Team
0,0.0039006209,0,Low Risk,Auto Approve
0,0.32550856,33,Medium Risk,Quick Verification
0,0.043348644,4,Low Risk,Auto Approve
0,0.0023060062,0,Low Risk,Auto Approve
0,0.48962796,49,Medium Risk,Quick Verification
0,0.0010152797,0,Low Risk,Auto Approve
0,0.044746354,4,Low Risk,Auto Approve
1,0.9835234,98,Critical Risk,Fraud Investigation Team
0,0.35029972,35,Medium Risk,Quick Verification
0,0.9635451,96,Critical Risk,Fraud Investigation Team
0,0.5570294,56,High Risk,Manual Investigation
0,0.054212824,5,Low Risk,Auto Approve
0,0.005399996,1,Low Risk,Auto Approve
0,0.18018964,18,Low Risk,Auto Approve
0,0.2463476,25,Low Risk,Auto Approve
0,0.0036707595,0,Low Risk,Auto Approve
0,0.058904044,6,Low Risk,Auto Approve
1,0.8688118,87,Critical Risk,Fraud Investigation Team
0,0.35752398,36,Medium Risk,Quick Verification
0,0.0013723348,0,Low Risk,Auto Approve
0,0.8666067,87,Critical Risk,Fraud Investigation Team
0,0.015687967,2,Low Risk,Auto Approve
0,0.0008239296,0,Low Risk,Auto Approve
0,0.3905426,39,Medium Risk,Quick Verification
0,0.011982695,1,Low Risk,Auto Approve
0,0.056412973,6,Low Risk,Auto Approve
0,0.09892176,10,Low Risk,Auto Approve
0,0.002660804,0,Low Risk,Auto Approve
0,0.009834159,1,Low Risk,Auto Approve
0,0.74911547,75,High Risk,Manual Investigation
0,0.08121477,8,Low Risk,Auto Approve
0,0.7008684,70,High Risk,Manual Investigation
0,0.00084934436,0,Low Risk,Auto Approve
0,0.044564795,4,Low Risk,Auto Approve
0,1.2108527e-05,0,Low Risk,Auto Approve
0,0.18973756,19,Low Risk,Auto Approve
0,0.007658504,1,Low Risk,Auto Approve
0,0.039515804,4,Low Risk,Auto Approve
0,0.1304346,13,Low Risk,Auto Approve
0,0.0074253813,1,Low Risk,Auto Approve
0,0.105008855,11,Low Risk,Auto Approve
1,0.56289214,56,High Risk,Manual Investigation
0,0.70620185,71,High Risk,Manual Investigation
1,0.8144854,81,Critical Risk,Fraud Investigation Team
0,0.00038904697,0,Low Risk,Auto Approve
0,0.07461903,7,Low Risk,Auto Approve
0,0.004743509,0,Low Risk,Auto Approve
1,0.06985524,7,Low Risk,Auto Approve
0,0.13337271,13,Low Risk,Auto Approve
0,0.117698215,12,Low Risk,Auto Approve
0,0.060328364,6,Low Risk,Auto Approve
0,0.0020637095,0,Low Risk,Auto Approve
0,0.00406961,0,Low Risk,Auto Approve
0,0.0014039449,0,Low Risk,Auto Approve
1,0.8848921,88,Critical Risk,Fraud Investigation Team
0,0.0077631143,1,Low Risk,Auto Approve
0,0.18491533,18,Low Risk,Auto Approve
0,0.004275183,0,Low Risk,Auto Approve
0,0.30932644,31,Medium Risk,Quick Verification
0,0.01637036,2,Low Risk,Auto Approve
0,0.0017323112,0,Low Risk,Auto Approve
0,0.00087534136,0,Low Risk,Auto Approve
0,0.0030334857,0,Low Risk,Auto Approve
0,0.0020742677,0,Low Risk,Auto Approve
0,0.0023778828,0,Low Risk,Auto Approve
0,0.076797806,8,Low Risk,Auto Approve
0,0.002778243,0,Low Risk,Auto Approve
0,0.8312467,83,Critical Risk,Fraud Investigation Team
0,0.63336205,63,High Risk,Manual Investigation
0,0.05597665,6,Low Risk,Auto Approve
0,0.028705178,3,Low Risk,Auto Approve
0,0.005903766,1,Low Risk,Auto Approve
0,0.0006924229,0,Low Risk,Auto Approve
0,0.005053449,1,Low Risk,Auto Approve
0,0.16293475,16,Low Risk,Auto Approve
1,0.7052585,71,High Risk,Manual Investigation
0,0.98624057,99,Critical Risk,Fraud Investigation Team
0,0.29690495,30,Medium Risk,Quick Verification
1,0.7149834,71,High Risk,Manual Investigation
0,0.010847312,1,Low Risk,Auto Approve
0,0.0018090087,0,Low Risk,Auto Approve
0,0.0012175263,0,Low Risk,Auto Approve
0,0.09627169,10,Low Risk,Auto Approve
0,0.0002752227,0,Low Risk,Auto Approve
0,0.0029551084,0,Low Risk,Auto Approve
0,0.0031198096,0,Low Risk,Auto Approve
0,0.044477947,4,Low Risk,Auto Approve
1,0.76787966,77,Critical Risk,Fraud Investigation Team
0,0.0025426683,0,Low Risk,Auto Approve
